train loss,train accuracy,test loss,test accuracy
0.5036686,0.779375,0.71955526,0.6585
0.51981485,0.7775,0.72114617,0.6615
0.54988205,0.770875,0.76369816,0.6535
0.5119207,0.77075,0.7055403,0.6715
0.5196019,0.78375,0.7534929,0.6575
0.5144704,0.75825,0.7038485,0.6575
0.4947744,0.775375,0.7103781,0.6665
0.52132726,0.7835,0.7228973,0.6715
0.518402,0.772,0.70696765,0.657
0.50060946,0.78925,0.7555795,0.6465
