train loss,train accuracy,test loss,test accuracy
0.40957966,0.811625,0.64902395,0.6695
0.3934862,0.820625,0.6704,0.6745
0.4154882,0.807,0.63266057,0.669
0.4264655,0.79875,0.62817115,0.688
0.398166,0.819125,0.6281069,0.698
0.4009864,0.815375,0.6630141,0.6755
0.39804718,0.8195,0.6636455,0.6725
0.40394032,0.814125,0.6396275,0.6945
0.39961302,0.82325,0.6840521,0.672
0.38103974,0.836,0.68968636,0.674
