train loss,train accuracy,test loss,test accuracy
0.5278495,0.778375,0.7313268,0.681
0.5194401,0.772375,0.7191832,0.6615
0.502685,0.777,0.70058084,0.6515
0.5153756,0.762625,0.7010934,0.6635
0.50677323,0.77525,0.69358873,0.6725
0.4945583,0.779375,0.6863251,0.659
0.5013976,0.77675,0.6832041,0.6705
0.50528246,0.787375,0.71841776,0.6575
0.50249285,0.769625,0.6821653,0.6845
0.5043137,0.77925,0.7027918,0.66
