train loss,train accuracy,test loss,test accuracy
0.50889474,0.777,0.7243159,0.667
0.4993317,0.773875,0.69858164,0.652
0.5045558,0.784375,0.72850186,0.654
0.51428425,0.776375,0.76222545,0.647
0.5127493,0.76475,0.69314283,0.6545
0.50799173,0.772,0.70362186,0.643
0.49645868,0.7765,0.72643965,0.643
0.4966873,0.783,0.73105884,0.649
0.5032202,0.788125,0.7131237,0.651
0.5113953,0.76475,0.70529187,0.6535
