train loss,train accuracy,test loss,test accuracy
0.3927113,0.822125,0.6739548,0.6605
0.41735986,0.803125,0.62976825,0.683
0.39958245,0.821875,0.68762934,0.657
0.3944637,0.822375,0.7088525,0.67
0.40636563,0.81025,0.6366647,0.6955
0.38542333,0.833,0.6982211,0.6675
0.4090182,0.814125,0.6867677,0.6515
0.3750496,0.83825,0.7471238,0.6635
0.4074779,0.81225,0.6691951,0.668
0.40213472,0.81175,0.6623728,0.6565
